"Column1","Column3"
".7056	@USER وعااده 😡😡😡<LF><LF>وين جيش النخبه عنه علبة الألوان ذا� � 	","NOT_HS"
".7057	RT @USER يقعد العميل يزن يزن<LF>يزن يزن<LF>يزن يزن<LF>يزن يزن<LF>و في الأخر بعد ما تديله المعلومة يقولك انا كنت بسأل بس ... 😡😡😡	","NOT_HS"
".7058	فوق أنها قليلة حياء صوتها مستفز 😷 URL	","OFF"
".7059	#بايع_الكليجا 😂😂😂🔪💔 الله يعافينا ولا يبتلينا شفاحة صدق عاد انا رايحة للجنادريه ودخلت ركن القصيم  شفت الكليجا بس ماشفته 🤔	","NOT_HS"
".7060	يا هيلق وراكم الرجال مستحي اكثر منكم ،مالت عليكم جحلط 😤<LF> #بايع_الكليجا	","Social Class"
".7061	@USER عجبتك ولا تعززله عشانه ضفدع زيك🐸😂👊	","OFF"
".7062	@USER من جد يفشلون و ربي 👎🏻	","NOT_HS"
".7063	رائحة الاكتئاب صباح يوم الاتنين 🐸	","NOT_HS"
".7064	بجد احنا حرفيا اتمسح ب كرامتنا الأرض 🐸✋<LF>@USER	","OFF"
".7065	@USER هههههههههههههههههههههههههههههههههههههههههههههههههههههههههه مرحبا بك  👊🏼	","NOT_HS"
".7066	@USER مدري وشلون جايبين لنا مريضين نفسياً والله اشك ان شهاداتهم من اشهار يكرهون كل شي يكرهون الطاولات و الكُتب و الطلاب فيهم طاقة كراهيه مو طبيعيه😷مع ذالك حاطينهم مُعلمين و هم اجل الجُهلاء من تعاملهم و جاهم جنون العظمه و الطالب دايم عدوهم😷. انا الحمدلله قوي لحستهم الأرض و اخذت شهادتي	","OFF"
".7067	#بايع_الكليجا<LF><LF>يالطيف كمية سلتحة مو طبيعية !! 😷<LF>من البنات ! <LF>لا احد يجي يقلي وبنت ترامب تغزلتوا فيها !! <LF>لا ما تغزلت فيها ولا شي بالعكس كلهم سلنتح حقين بنت ترامب او بايع الكليجا ..<LF>الله لا يكثر من امثالكم😷🤧	","Social Class"
".7068	@USER تصدقين هو عادي بس نطقطق زي م ابثرونا الشباب ب ام غمزه🔪	","NOT_HS"
".7069	يا شيخة خلي عندك نشاط بقى كفاية برططة 😂😂😂👊👊👊 URL	","NOT_HS"
".7070	والله لوعتونا😷 URL	","NOT_HS"
".7071	@USER سبب شهرته &gt; اشتر وبعدين صور 😤	","NOT_HS"
".7072	@USER قمواااا زين .. نجوى محاربتج خلاص ماراح اصبح عليج 😤	","NOT_HS"
".7073	@USER كفو عليج 😂😂👊🏻	","NOT_HS"
".7074	RT @USER #بايع_الكليجا<LF><LF>فضحتنا يازليلات الحياء وجيهتسن مغسولتن بمرق يوم تصورن الرجال وهو يترزق الله 😡👋🏻	","Social Class"
".7075	المزح بالكتابة قد يُفهم خطأ بسبب<LF><LF>عدم توفر تعابير الوجه ونبرة الصوت<LF><LF>فكُن دقيقاً بإختيار كلماتك  <LF><LF>فأغلب الشعب  نفسياات اي والله 🐸💔 <LF><LF>ۢ͜☻💥	","NOT_HS"
".7076	تقصد قبل وبعد....لانو كلو بيكذب قبل وبيضل يكذب بعد🤢 URL	","OFF"
".7077	@USER وضعك يهبل لعن شيطانك😩😤	","OFF"
".7078	@USER يتخرب العلاقات الدبلوماسيه بيننا🌚😤😂	","NOT_HS"
".7079	@USER أقول وين النعال 👞  حطوا على هاذ المستشرف ييييع بس ييييع 😷😷😷	","OFF"
".7080	@USER يييعع ما ينخق على نوعيته والله 😷	","OFF"
".7081	@USER لا تتكلمين في اسيا يختتيي وانتي ماوصلتيلها 😭😂😂🐸	","NOT_HS"
".7082	@USER ماعرف كيف اسجل وارسلك 😡😢	","NOT_HS"
".7083	تعب العيون كريهه شهر أعاني كانه سنه 😭🔪	","NOT_HS"
".7084	RT @USER ..ياأيها اللذين ءامنوا لاتسألوا عن اشياء ان تبد لكم تسؤكم ..<LF><LF>يعني حط لسانك في بوقك وخليك في حالك وماتسألش عاللي مالكش فيه 👊	","OFF"
".7085	@USER ولله هاذا الي قاعده اسويه الحين😤	","NOT_HS"
".7086	للاسف 😪 اغلب معنفين الهشتاق هم الكادر التعليمي معلمين ومعلمات 👎🏻 ياخسارة التعليم فيكم بس  #افضح_معنفك	","Disability"
".7087	@USER والمحزن والمضحك انهم مسوين انهم احسن من زد 7😷	","NOT_HS"
".7088	@USER زيي كده 😅😂👊🏼؟!!	","NOT_HS"
".7089	@USER فيديو .. ماقدر اقول جميل قد ماهو مؤلم .. وللأسف رسخوا ببالنا انهم همج ومايعرفون الا الحرب والدمار .. وان الأمريكي الأبيض هو المنقذ .. 😤..	","Race"
".7090	شقد تافهين !! حتى هاشتاق سويتوا 😷<LF> #بائع_الكليجا	","OFF"
".7091	اليوم عازمين اخوي ع الغداء وشافتها فرصة امي وعزمت اللي حوالينا 😣<LF><LF>ما قول غير ما قالت فيروز<LF> انا مين اللي صحاني من عز النوووووووم 😩	","NOT_HS"
".7092	أو نشيل صوره الواتس 🐸 URL	","NOT_HS"
".7093	@USER 👊🏼🤛🏽 يعني أسلوب وتميلح والله حلقك ضايع	","NOT_HS"
".7094	@USER كل تبن ادري انك تطقطق  ☹👊🏻	","OFF"
".7095	@USER نعم يادوك.. شنو يعني تطلع لنا دكتوره والمفروض انها مثقفه وتقول اليوم عيد التحرير وباجر عيد الاستقلال ويمقن العكس 🙄.. انا اقول علشان الكويت تاكدي من معلوماتج ولا تقولين يمقن.. وعلشان الكويت لانشوفج مره ثانيه تكلمين عن تاريخ الكويت 😤.. آل أيه آل يمقن😏	","NOT_HS"
".7096	هذي من الوحش <LF>وهذي مني 🖕🏻 لفينس مكمان<LF><LF>انتهت التغطية وشكرا URL	","OFF"
".7097	@USER لاقصى مراحل السُخف والشفاحه والاستخفاف <LF><LF>البنت كان حياها يزيدها جمال الحين الله المستعان <LF><LF>هزلت 👎🏻	","Social Class"
".7098	@USER بحس العكس 👊🏻	","NOT_HS"
".7099	إن كانت صراحتي.. سبب مشاكلي اليومية.. <LF>فاطمئنوا.. سأموت صريحاً🐸💉💉	","NOT_HS"
".7100	#بايع_الكليجا<LF><LF>كثرو القحبات والله ومتزوجات بعد يتمحنون هناا عليه لا وبعد راحو له قلك يشترون يلعن ام المحنه والرخص اعوذ بالله😷.	","OFF"
".7101	حساسية خلاص 😷	","NOT_HS"
".7102	@USER تقهر وربي الاطفال لا مرضو يطيحو طيحه بنت كلب وذي مو بس محتميه ببنتها تحت المطر لا وتجريبها ف الهوا كمان 🔪🔪🔪🔪🔪🔪🔪🔪🔪	","OFF"
".7103	محى اتفرج حلقة واكنيج ديد مع كل الحماس وجنان الناس عليها لكن مو ناقص بكى من بداية اليوم واخبص يومي 😢😔💔 بخليه في الليل 😤😢 I am not ready	","NOT_HS"
".7104	@USER لا لا لا هي اكيد بتتكلم علي النظام في لبنان هي مالها و مال اهلها بالنظام في مصر ؟ هي هتحشر انفها في مصر ليه ؟ احنا اكيد فاهمين غلط 😡 اشغلي دماغك ببلدك مالك ببلدنا يا بارده ، انت مش بتحسي طردناكى طردناكى طردناكى ....	","Race"
".7105	@USER خليكي ضباها يمريضة💔 تمغصنييييش 😡	","OFF"
".7106	@USER هههههههههههههه مو ع حسابي 😤	","NOT_HS"
".7107	@USER الله يقطع شيطانك<LF>😣😣😣<LF>سديتي نفسي<LF>شكلي بحول كبده ع الصاج� 	","OFF"
".7108	@USER قل خير  ولا اصمت  �  URL	","OFF"
".7109	@USER قوته بس على العرب الجبان ولا امريكا واسرائيل <LF><LF>انحششش 👎👎	","Race"
".7110	هو النوم راح فين اقسم بالله حرام كده انا منمتش غير ساعه وصاحي من 5 ومش عارف انام ارحم دماغي اللي هتتفرتك دي يارب 😡� �  ده انا اليوم اللي بيكون عندي شغل فيه بحس ان النوم بيجي مش عايز يسيبني<LF>حاسس بملل نفس احساس آخر نمله ع الكوكب	","NOT_HS"
".7111	شوفي المصخرة 😷<LF>@USER	","OFF"
".7112	يمه😷😷🙌🌹 URL	","NOT_HS"
".7113	بنات ترى مو شرط كل يوم تروحون للركن القصيمي وتصورون المز والله فشلتونا قسم بالله شفت مقاطع تطيح الوجة تعطونهم عنا فكره سيئة😡	","Social Class"
".7114	احياناً الموت أرحم من انك تسمع كلام يسم البدن من اقرب الناس لك 😣😣💔💔😪😓<LF><LF>خلاص كفاية تراكم توجعونا بكلامكم 💔🚶🏻‍♀️<LF>#نجران_الان	","NOT_HS"
".7115	اللي يحط باله بيت القرين المفروض اللي حاطين الاغاني العراقيه يستحون على ويوهم 😡	","NOT_HS"
".7116	@USER ..العقد.. + ..الهيلق.. 🤢	","NOT_HS"
".7117	على ادارة الاهلي رفض لعب نصف نهائي كأس الملك سلمان دون اللاعبين الدوليين ، لابد من استثناء أو تأجيل للمواجهة ، لا يمكن أن يعاني الاهلي مجدداً - أتمنى من الادارة سرعة التحرك لانها لو سكتت بنلعب المباراة بدون دوليين <LF>و بدون اجانب<LF><LF>تحركوووووا ي صنم 😡😡😡😡😡😡😡😡😡	","NOT_HS"
".7118	بنات خفيفات غبيات ضيعوا حياهم وتربية اهاليهم الله المستعان 💔👎🏻 #بايع_الكليجا	","Social Class"
".7119	@USER عفوية !! علموا أولادكم كيف يكونون عبيدا مثلكم 🤮🤮🤮	","OFF"
".7120	ابريل بعيد ي اخي 😡<LF>وش يصبرني شهر وشوي 🤦🏻‍♂️ URL	","NOT_HS"
".7121	هاذاك الي يقولك واش كاش جديد 😡😡😡<LF>نحس روحي انا هو قناة النهار ولا BBC NEWS	","NOT_HS"
".7122	@USER ربعنا شاطرين على الشعب<LF>طوفه هبيطه كل ما انغثوا<LF>حطوا حرتهم فينا من البديل<LF>الاستراتيجي للضرايب لزيادة<LF>البانزين الى تأخير الاسكان بيوت<LF>المواطنين علشان ربعهم الهوامير<LF>يقدرون يتكسبون من تأجير عماراتهم<LF>واذا بتغربل الحكايات تجدها تصب في<LF>مصلحة احبابهم التجار عماراتهم<LF>فاضيه خانت حيلي😷	","OFF"
".7123	@USER هااااااااااي؟؟؟!<LF>سلاماات؟!! 😤	","NOT_HS"
".7124	#بايع_الكليجا أستحو شوي 😷	","NOT_HS"
".7125	RT @USER اذا لعبت اونلاين وطلع الي ضدي صديقي 😂👍👊 URL	","NOT_HS"
".7126	RT @USER طبعآ أختفى م أختفي م تفرق معاكم بس م عليه و الله لا أخليكم تدوروني بقوقل 🔪🌚<LF><LF>😂😂😂😂<LF>#سعود_الوهاج 🌹<LF>#مساء الخير URL	","NOT_HS"
".7127	#آخبط في آلدنيآ وخليهآ #تخبط_فيگ 😉👊<LF>آلمهم #خبطتگ_تگسرهآ و #خبطتهآ_تقويگ 😉👌<LF>              ابورجب	","NOT_HS"
".7128	يارباه وش ذالغبار 😷	","NOT_HS"
".7129	@USER جعلني اسحرك انتي بالذات واعلقك من شوشتك😩😩👊🏻	","OFF"
".7130	@USER اييييه يع 🤢.	","NOT_HS"
".7131	@USER فعلا غثوا امنا ب صاحب الكليجة😷	","OFF"
".7132	@USER في كل وقت خطير ومضر وطعمه شين � 💔	","NOT_HS"
".7133	@USER معقولة معاد فيه حياء وأدب م تستحون على دمكم متجمهرين عنده لهاذي الدرجة وصلتوا  الرجل هو الي استحاء وانتي م انهز فيك شعره و تصورين بعد اعوذ بالله   .. ان لم تستحي افعل م تشتهي..  👎🏻	","Social Class"
".7134	عرض مخيس .. اركب عليه يا فينس انت وزقك القط المتعاطي 💩💩💩💩💩💩<LF>#المنيشن_تشيمبر #WWEChamber	","OFF"
".7135	RT @USER رتويت وفولو وتعال اريحك ي كلب 🙊🐕� !<LF>.<LF>.<LF>#عمه #ليز #ديوث #سالب URL	","OFF"
".7136	@USER أتمنى من يضبط وهو يستخدم جوله بيده أن تضاعف عليه العقوبة ... مثلاً يفرمت جواله 😡	","NOT_HS"
".7137	@USER ايه يقلون تطول العمر ..😂👊🏻	","NOT_HS"
".7138	الترند 😷	","NOT_HS"
".7139	RT @USER محدش احسن من حد ياهري ياكيين 😎👊 <LF>صلاح اتعادل مع هاري كين 💪🙈💜 URL	","NOT_HS"
".7140	@USER صح لسانك 🙄🚬<LF>اسكبي لي قليلا من التفاح التاكيلا😋🥂<LF>🏃🏻‍♂️<LF>تبا لهم😆👊🏻	","OFF"
".7141	@USER ليه هو هوا الطايف حاجة قليلة ولا اييه 😡	","NOT_HS"
".7142	@USER الوشوم الكثيره تقرفني😷	","NOT_HS"
".7143	@USER اسببببببححححح 😂😭🐸 URL	","NOT_HS"
".7144	@USER ماشاء الله عليه ولا غلطه بملامحه🔪☺️	","NOT_HS"
".7145	@USER انشهد سلاح وامان بعد الله ويجيك واحد يقول وصخ دنيا هذا 😤😤😤	","NOT_HS"
".7146	أبيخ لقطة تمشي في يوم مصقع للجامعة و ناسي تزدان الفلوس و وتكمل قبل الباص 😑وضعي ناقصه مطر و يكمل 😣😣	","NOT_HS"
".7147	سترومان اقصى 5 اخرتها رومن يفوز عليه 😷	","NOT_HS"
".7148	@USER جبتها معايا من دبلن homesick 😣	","NOT_HS"
".7149	الهمجيه الزايده من البنات عليه تحوّم الكبد كأنهم ماشافوا خير ابد 😷 URL	","Social Class"
".7150	@USER 👊🏻👊🏻👊🏻 طول وعرض وعادي يكفي حدة نظرته وقفت قلبي💚	","NOT_HS"
".7151	@USER تطلعلي فكل مكان انتا🙂💔🖕🏿	","NOT_HS"
".7152	@USER المفروض ردا عليه<LF>تقول نحصرها بين اول اربعه بالدوري<LF>لأن النصر بعد مواجهة الاتحاد بيطيح للخامس ان شاء الله ، وانا احب اللي يتندم على كلامه. ..!<LF>يحسد الباطن لأن افضل منه<LF>طيب احسده واجتهد نفسه 👊🏻	","NOT_HS"
".7153	@USER 😤😤😤قامت معه جعلك بالساحق والماحق والرصاص المتلاحق	","OFF"
".7154	كره الكويتي للسعودي وراثه <LF>شعب نكر للجميل شعب خاين شعب يسوي كل شي من تحت لتحت ضد السعوديه والقهر يجحدون مساعدة السعوديه في تحرير الكويت ويقولون السعوديه نزلت جيشها عشان تحمي السعوديه مو حب في الكويت 🖕🏻💔<LF> #العيد_الوطني_الكويت	","Race"
".7155	@USER أنا بعد ال اتكتب عن يوتشون ما صرت اصدق كلامهم 💔<LF>بس ال اعترف هو انسان لا يستحق الاحترام وقذر 😷	","OFF"
".7156	#سبها مش وقت الشماتة فيها 😡� 	","NOT_HS"
".7157	@USER كل شي 😷 مو الرسم بس	","NOT_HS"
".7158	@USER غيري اللوكيشن و غير المثبتة عشان يصير تشجيعك من قلب 🤓 و يصير النحس له مفعول وإذا خسر من جد لا عاد ترجعي للنصر أبداً خليك معهم 🙂🌚🔪	","NOT_HS"
".7159	@USER طيب ربنا يبعت 😂😂👊	","NOT_HS"
".7160	#بايع_الكليجا #بايع_الكليجا وش ذا اوكك حلو اوكك رزه اوكك انسان فخم، لكن سلامات اللي قاعد يصير قلة ادب ووصاخه ومافي احترام وهو  لو مو عاجبه الوضع كان بلغ او معاد جا بس مستانس الاخ عالمق...... اللي جالسه تصير وجع مجتمع يفشل🤮	","OFF"
".7161	@USER 😂😂😂😂😂😂يخرب بيت عقل زي عقلك لاتكون تحسبنا بهايم يا متخلف !!ترى عندنا حريه زينا زيك وناكل بالشارع ونضحك😂😂😂😂😂قد ماشفت ناس متخلفين بس مثل تفكيرك ماشفت🤮	","OFF"
".7162	ياصُبح الخير والله 😤💭💭💭.	","NOT_HS"
".7163	RT @USER تراكم  مرررررره ماتحمسسون  انزل شي الرتويت اهم من الإعجاب اعجاب بدون رتويت 😒💔حظر ولك ولد انت وياه وياها 😤😤😤😤	","NOT_HS"
".7164	@USER الكضية هههههههههههههه😷😷	","NOT_HS"
".7165	#مهجوره_اربع_سنه_اريد_فك_قيودي<LF><LF>اربع سنه هنود حنا،، والله ماحد ضعيف ويستاهل الرحمة غير الرجال يقعد سنين يحلم يكون بيت وأسرة وتروح فلوسه وبالأخير تجيه هالعينات اللي تعرض حياتها الشخصيه ويومياتهم في مواقع التواصل !!؟<LF>فكو رقبتك 😡	","NOT_HS"
".7166	نظرة سريعة على الجيل الضايع <LF>صور من حفل هارد روك في العاصمة 🤔!!<LF>.<LF>!!!!!!عبدة الشيطان !!!!!😡😵.<LF>.روحي يابلادي روحي<LF>جيل ديوث للاسف URL	","Race"
".7167	@USER تسلمين ورده🐸	","NOT_HS"
".7168	ارجوووكم اسافناين مرة حلوين وموهوبين اعطوهم كل الحُب � 😔!	","NOT_HS"
".7169	@USER اهخ كلنا🔪💔	","NOT_HS"
".7170	#صباحك_يا_وطن هل تصدق ان بعض الاراضي بعد خروج البلد من احتلال كامل لم تحرك ساكن لولا تدخل الحكومه واسقاط القروض وبيع بعض التجار الشرفاء للاراضي لانهم محتاجين للكاش وقتها ام هوامير الاراضي لم يبيعوا إلا بعد ضغط من مسؤولين كبار بالدوله 🤔أمر غريب يحب الارض اكثر من ابناءه ما اقول😷	","NOT_HS"
".7171	@USER يالله صباح خير ،، وماقول الاااا الله يهبلي صبرن مايبيح 😩😩😩😩 كتم كتم كتم 😤😤😤 URL	","NOT_HS"
".7172	@USER وش ذا الملهوطه هههههههه  ياخوفي لانسيت عمري وانا اتابع اصير كذا🤮	","OFF"
".7173	#صلاه_الجنازه_القادمه_انت<LF><LF>من يوم صار الترند ينشرا بفلوس<LF> وحنا من جرفه لدحديره بين المنحرفين والمتشددين 🙄🤢	","OFF"
".7174	RT @USER يقول الشاعر <LF>كلن على الخاص يدلع وليفه وأنا على العام ازعجت الخلايق 💔<LF>-شكله يقصدني الحيوان 🔪🌚<LF><LF>😂😂😂😂	","OFF"
".7175	عجايب قدرتك يالله فكل وحده تقول الفارما سهل 🙂💔💔🔪.	","NOT_HS"
".7176	@USER بصراحة قبيحه 😒😒😒😒😒😒🙄💣🔪😂💔🔪	","OFF"
".7177	روحىنامىيابت👊🏼 URL	","NOT_HS"
".7178	@USER اضربه ع راسه يموت بدقيقه 😷😷	","NOT_HS"
".7179	حين يبتلى الارض بسفهاء كأمثال البياتي لتشبيههم الساسة بمن خلق الله كل شيء لاجلهم . فهذا يعني وصول الامر بالانحطاط والسفاهة لاقصى درجاته . ولكن العجيب بالامر ان من تصدى لهفوة البياتي . اساء بفعل اقبح منه مضاعفا .فراح يسطر حديث الكساء باسماء هي منبع الفساد . علي وجيه يتحدث اليكم.�  URL	","OFF"
".7180	RT @USER محمد النمران و افنان اليافعي ،، الكل يعرف سواد ويوهكم ،، ماله داعي تنشرون غسيلكم عالسوشل ميديا 👎🏽👎🏽👎🏽👎🏽 #بناتنا_خط_احمر #الا_ا…	","OFF"
".7181	#مهجوره_اربع_سنه_اريد_فك_قيودي بعض الرجال يحسبها رجاله انو يعامل زوجته كذا إمساك بمعروف او تسريح باحسان ماتصرف وهاجرها وفوق ذا تبغى فلوسك يا شيخ انت مو رجال وعيب ينقال اصلن لك رجال 🙂👊🏻	","NOT_HS"
".7182	@USER اللي يقهر ان التغريدة باقي ما انحذفت 😡😡	","NOT_HS"
".7183	يع من الصوت باين لحجيه 🤮 URL	","NOT_HS"
".7184	@USER بببببيووووووععععععيييين 🤢🤢	","NOT_HS"
".7185	بدي غطس قضيبك بكباية من حليبي السخن و اشرقن شرق لاروي عطشي — تفه 🤮 URL	","OFF"
".7186	@USER ههههههه مره مسببه لي أزمه👎🏼<LF>الله يسمع منك💘	","NOT_HS"
".7187	RT @USER انا عندي مرض اسمه .. مبعرفش اسأل علي حد.. 😣😣	","NOT_HS"
".7188	@USER كنتي عندها؟<LF>عارفه تفاصيل موضوعها؟<LF>👊👊👊	","NOT_HS"
".7189	@USER وش قصدك 👊🏻👊🏻	","NOT_HS"
".7190	@USER بالللضبط 🙂🙂<LF>الي اخترع MW لا دين له 🔪	","OFF"
".7191	@USER جعلك يكسر خشمك 🐴🐴🐴	","OFF"
".7192	@USER احب يوجاتشنقو على فكره 😡	","NOT_HS"
".7193	#حب_الانتر_نت_صدق_او_كذب<LF><LF>كذب 👌واذا صدق منه شيء مايستمر نهايته الفشل 👎وجهة نظر🙊	","NOT_HS"
".7194	@USER غبار وكتمه مايمنا مطر 😣💔 URL	","NOT_HS"
".7195	RT @USER الهزار و الضحك من غير سبب مش قلة أدب ولا نيلة 😒 إنتم اللى نكديين ومعقدين وولاد ستين × سبعين 😂👊 URL	","OFF"
".7196	@USER دي انا مش بناهم ف اسبوع يا مفتري 😂👊🏻👊🏻👊🏻	","OFF"
".7197	بصراحة لو كان الشباب منقبين كان سووا أشنع من النظرات ومااعتبروا لشيء! وهذا اللي يسوونه مع حليمة بولند اذا جت وغيرها.<LF>هذولي البنات وشباب حليمة بولند كلهم قليلن ذوق وهمج وليعترض من يعترض!<LF>حاجة مقززة بصراحة 😷 URL	","OFF"
".7198	RT @USER انواع الرعب  صاب الخروف المسكين 😮😬😰😱🐑 URL	","NOT_HS"
".7199	@USER الله يجزاك خير امسح الروج وتعال مره ثانيه 👊🏻💄	","OFF"
".7200	@USER غير صحيح ، تقدرين تشتكين من الشرطة وترفيعها للمحكمة بدون ولي امر .. لكن واضح أنكم مع الخيل ي شقراء 👎🏻	","OFF"
".7201	@USER هههههههههههههههههههههههههههههههههههههههههههههههههههههه هذا ردي لك 🐸	","NOT_HS"
".7202	@USER شف فيديو القصيمي و تجمع الجنس الاخر عليه 👎🏻	","NOT_HS"
".7203	@USER لو كنت قريت كلمة تصفية دي قبل الباك ماكنتش عملته 😂😂 مادام في تصفية بقي كنت طلعت فيه 👊👊👊	","NOT_HS"
".7204	#بايع_الكليجا هذا عشانه عاجبهم لو يتحرش فيها حلال بس تشوف واحد مر بالشارع وبالغلط ناظر فيها تصوره وتكتب مسخ بالشارع يتحرش فيني 🙌🏼 ولاتقارنبن خقة الرجال على مشاهير لانو مستحيل يوصلها وانتو خاقين على مشاهير كوريا وتركيا ومحد تكلم بس هذا عيب حتى اسم امه جبتوه 🙂😷	","OFF"
".7205	#بايع_الكليجا تراه وصل الترند من الاستنكار اللي نشوفه مو لجماله 🤨<LF>بس انا الان لو اشتهي كليجا صدق😢😬<LF>كيف اقول اني مشتهيه كليجا اخاف الحب يزعل عليه  😂😂😂😂 <LF>خربتوا عليه 😪 <LF>لازم اطلع اسم ثاني للكليجا 😤😂	","NOT_HS"
".7206	#افضح_معنفك  معلمة تاريخ يوم كنت بالثانوي طلبت من كل بنات الفصل قطّه لتزيين غرفه المعلمات وكل المخفات دفعوا الا أنا رفضت 😩😂 عاد مايحتاج أشرحلكم الإستقعاد لين خلصت السنه😂🔪	","OFF"
".7207	RT @USER افتح تمك يا الكلب 🐶عشان تلحس مايتي ختفووووو URL	","OFF"
".7208	@USER اقسم بالله اذا لم تقاتلو الخونه الذين بالداخل لن يسقط النظام ولاروسيا ولا غيرها فكونا بقا حاجتكم جيش الافلام الخنزير اين صواريخه وقذائفه لا تطال دمشق تعبنا من تمثيلهم 😡	","Race"
".7209	@USER قسم بالله <LF>اجل اسكت عن حقي👊👊👊	","NOT_HS"
".7210	@USER بنات بغيتن شئ مسـاعده مانقصـر 😂😂👊👊عاد دكامي روعه تو هههع 😅😅	","NOT_HS"
".7211	@USER ولد عيب👊😂	","NOT_HS"
".7212	RT @USER الهندي قاعد يثبت للمعزّب إن الخروف 🐑صار صديقه حتى ما يذبحه 😂💔<LF><LF>سلطان جيب لي زي هذا..<LF><LF>#بعزيمه_الرجال_الدوري_للهلال URL	","NOT_HS"
".7213	مامى 😷 URL	","NOT_HS"
".7214	@USER هؤلاء من الشعب السوري ولا الاسرائيلي؟🤔🤔🤔🤔المايك لاخوان ابليس بالكويت والدول العربيه القتلي من اي شعب المايك لكم� 😡� 😡� 😡� 😡� 	","NOT_HS"
".7215	@USER دعاتك؟؟<LF>والسعوديين؟؟<LF><LF>السعوديين وأمة محمد كلها ضد الكلب القمص زكريا بطرس👞وأمثاله؟؟<LF>المتطاول على الرسول صل الله عليه وسلم..<LF>وصحابته الكرام..<LF><LF>ولاتنصّب نفسك ناطق لدولتنا!<LF><LF>ثم مايزعجك؟<LF>طالما دعاتك خرجوا بإختيارهم وتحدثوا؟<LF>وسافروا؟<LF>والناس تنشر مافعلوه!<LF>لماذا لاتعتبره دعاية لهم؟<LF>👋🤣	","Religion"
".7216	طريقة تحضير الشاكرية...<LF>بتجيب لبن ولحمة وبتقعد بتشكرون🐸	","NOT_HS"
".7217	@USER كلام بالصميم دكتور وللأسف أن من يتبعه أصحاب شهادات ويفترض انهم مثقفون 😏👎🏽	","NOT_HS"
".7218	بتعمل حالة اكتئاب مستمر😣😣💔 URL	","NOT_HS"
".7219	#بايع_الكليجا مجتمع نسوي شهواني 👎🏼	","Social Class"
".7220	#بايع_الكليجا<LF>اوفر خير انتي وايها اغبياء 😷😭<LF>ترند مره وحده؟؟؟ URL	","OFF"
".7221	RT @USER وحدة اتصلت على زوجها معصبة😡 وقالت: وينك يازفت؟ <LF>قال لها: تعرفين محل الذهب اللي فـيه الطقم اللي عاجبك؟<LF>قالت: ايه..  يالغالي!!…	","NOT_HS"
".7222	@USER ويلوموني بكرهه الإمارات 🤢	","Race"
".7223	#بايع_الكليجا<LF>اشوفه جدا عادي مافيه زود على أحد ...ماغير بناتنا مخفه على فكره ترى ما نسينا سالفة بنت ترامب ...والشيلات ...وهالحركات ..😆👊	","OFF"
".7224	والله حرام هذا هنا وغيره برا👎🏻 URL	","NOT_HS"
".7225	@USER ماهو ماهو المطار ...ياعيني على المطار .....تي اي مطار...اي مطار <LF><LF>انت غالط يا جاب الله....  هي نكبة نكبات بلا منازع � 	","NOT_HS"
".7226	@USER استغفر الله ماطيق هالاشكال 🤢 و ماهو بزر واضح شحط اربعيني 🤣	","OFF"
".7227	RT @USER انقلوه لشهار موب حاله ذي 😒🔪<LF>-<LF> #حياتك23	","NOT_HS"
".7228	اللي اخترع ال seen والread.مادرتش فينا خيررررر😤	","NOT_HS"
".7229	تحيه لكل زول<LF>لمن تحصل مشكله في البيت اسمو يتصدر قائمة المتهمين<LF>🐸👊😎💔<LF>حتي لو كان نايم😂😂💔😎	","NOT_HS"
".7230	@USER شرط جزائي 😣💔	","NOT_HS"
".7231	@USER ااااه ذكريات نيومركال 🤯🤕😷	","NOT_HS"
".7232	@USER عليهم تحسين اخلاقهم 🔫بالشارع والتخلص من القنوى ومن 🔪🔫 حتى يتعاطف معهم الشارع..<LF>مكاسبهم الماديه مجزيه جدٱ 📡📢	","NOT_HS"
".7233	🖕🏻٢سيم URL	","OFF"
".7234	@USER لن تسقط مادمت انا على قيد الحياة 😡	","NOT_HS"
".7235	@USER من حر ماتنومس ياحذوه حنا قوم المعجزات وحماية الصمان انا اصلن كيف اتجادل معك من قوم المعجزات مطير وتجادل مع واحد مايسوى زنوبة فرجلي هههههه فمان لله يامطلقة 😂👞	","Social Class"
".7236	@USER لا انت كداب ياخلف ونزلتي😂👊	","OFF"
".7237	#بايع_الكليجا<LF><LF>يا كرهي للي ينزل فيديو يتفلسف فيه 😷 URL	","NOT_HS"
".7238	العيال م فيكم فايده ادري ذوقكم خرائي بس عاد قولوا ولو كذباً كلاماً نعاما🙂🖕🏼.	","OFF"
".7239	جاوبي بأمانة 😌 — 🐸🐸🐸🐸 URL	","NOT_HS"
".7240	@USER مش حتى ترد حضرتك 👊	","NOT_HS"
".7241	@USER هو حلو اوك بس مزودينها هم اوفر وضعهم😷😐	","NOT_HS"
".7242	@USER اجل ماجربتي الخروع قسم ماتعدين الحمام😆😅😷🏃🏻	","NOT_HS"
".7243	@USER الله يصلحك يا نواف قاعد افطر 🤮	","NOT_HS"
".7244	والله يافي ناس خساره فيهم حتى تسألين كيف حالهم  او تفتحين معهم محادثه ، وش هالمرض وش هالنفسياات😷	","NOT_HS"
".7245	لا طولتوها مرا وجع فشلتونا  💩💩  #بايع_الكليجا	","OFF"
